QUEST_20150317_000001	Please select the user requiring a quest update.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM
QUEST_20150729_002347	As soon as the bet started, Sigfried tried every method possible to command his horse to move. Despite his efforts it didn't move a single hoof at all.{nl}At the end, Sigfried repeatedly cursed its strange behavior. Realizing he'd be late to his appointment without a horse, he threw the reins to Modestas and sprinted away.{nl}	 지그프리씨는 내기가 시작되자 한 발자국도 움직이지 않는 말을 달래고 때리고 별짓을 다했지만, 전혀 움직일 기미도 보이지 않았습니다.{nl}결국 지그프리씨는 연신 이상하다는 말을 되풀이하다가 말이 없으면, 약속에 늦을 것이란 생각이 들자 말고삐를 모데스타스씨에게 던지듯 넘겨주고, 말릴 틈도 없이 죽어라 뛰어가기 시작했습니다.{nl}	QUEST_20150317_001167	As soon as the bet started, Sigfried tried every method possible to command his horse to move. Despite his efforts, it didn't move a single hoof at all.{nl}At the end, Sigfried repeatedly cursed its strange behavior. Realizing he'd be late to his appointment without a horse, he threw the reins to Modestas and sprinted away.{nl}As Sigfried disappeared, Modestas felt uncomfortable.	 지그프리씨는 내기가 시작되자 한 발자국도 움직이지 않는 말을 달래고 때리고 별짓을 다했지만, 전혀 움직일 기미도 보이지 않았습니다.{nl}결국 지그프리씨는 연신 이상하다는 말을 되풀이하다가 말이 없으면, 약속에 늦을 것이란 생각이 들자 말고삐를 모데스타스씨에게 던지듯 넘겨주고, 말릴 틈도 없이 죽어라 뛰어가기 시작했습니다.{nl}지그프리씨가 사라지자 모데스타스씨는 기분이 좋지 않았습니다.	클라페다의 내기꾼
QUEST_20150729_002348	As Sigfried disappeared, Modestas felt uncomfortable.	지그프리씨가 사라지자 모데스타스씨는 기분이 좋지 않았습니다.	QUEST_20150317_001168	For Modestas, who had always been elated upon winning bets and depressed upon losing them, to win and feel depressed was a first in his entire life. {nl}	 평소의 모데스타스씨는 내기에 이기면 쾌활해지고 져도 기분이 상하지 않는 사람이었기 때문에 모데스타스씨가 내기에 이기고도 기분이 나쁜 것은 정말로 난생 처음 겪는 희한한 감정이었습니다.{nl}	클라페다의 내기꾼
QUEST_20150729_002349	You, the young man with the horse, can you come over and help us for a bit?' {nl} Modestas had no idea what these soldiers needed help for, but since he could no longer ignore them, he decided to head over. {nl} Once Modestas arrived, one of the soldiers said, {nl} 'You came at just the right time. We would like you to referee a small gamble we're about to make here.' {nl}	 [거기 말을 끌고 가는 아저씨. 이리 와서 우리를 도와주지 않겠소?]{nl}모데스타스씨는 몇 명의 병사들이 무슨 일로 도와달라는지 몰랐지만, 그 소리를 듣고 그냥 지나칠 수 없어서 말을 끌고 그들에게 다가갔습니다.{nl}모데스타스씨가 다가가자 병사들 가운데 한 사람이 말했습니다.{nl}[마침 잘 오셨소. 우리가 여기서 한 가지 내기를 했는데 당신이 심판을 봐주면 좋겠소.]{nl}	QUEST_20150317_001172	Modestas was surprised when he heard the word, 'bet', but was relieved to know he was only being asked to referee. After all, nothing could possibly happen if he was just refereeing. {nl}Modestas learned that the soldiers were fighting over which goddess was the best. {nl}	 모데스타스씨는 내기라는 말에 잠시 놀랐지만, 직접 참가하는 일이 아니라 심판을 봐달라는 말에 안심되었습니다. 심판만 보는 일이라면 지는 일은 없다고 생각했기 때문입니다.{nl}알고 보니 병사들은 어느 여신께서 가장 훌륭한가를 놓고 다투고 있었습니다. {nl}	클라페다의 내기꾼
QUEST_20150729_002350	What started as a small banter turned into a big argument, which finally grew to become a big money bet. The soldiers had already gathered their money and only had to decide the winner. Unfortunately, every goddess got equal votes and a winner couldn't be decided.{nl}	 작은 입씨름으로 시작된 일은 큰 논쟁이 되었고, 결국 큰돈이 걸린 내기가 되었습니다. 병사들은내깃돈을 모두 모아놓고 승자를 가리기만 하면 되는 상황이었지만, 공교롭게도 각각의 여신을 지지하는 사람들 수가 똑같아서 결정을 내리지 못 하고 있던 참이었습니다.{nl}	QUEST_20150317_001174	The soldiers did not tell Modestas who voted for which goddess, for fear of his decision being affected by the expressions of each individual soldier. {nl}The soldiers did tell him however, how much they have each wagered. Just by seeing the gold nuggets, he could easily figure that there was a large amount of money in this bet. {nl}	 병사들은 모데스타스씨에게 어떤 병사가 어떤 여신을 택했는지 알려주지 않았어요. 혹시라도 그 병사의 눈치를 받고 여신을 선택할까 염려했기 때문입니다. {nl}병사들은 모데스타스씨에게 그들이 모은 내깃돈을 보여주었는데 따져보니 금괴 하나 값은 족히 나가는 큰돈이었습니다. {nl}	클라페다의 내기꾼
QUEST_20150729_002351	Thus, the soldiers decided to settle the bet by calling the first person who passed by, asking him who he thought the best goddess is, and deciding the winner from there. The soldiers agreed that the first passer-by would symbolize the will of whatever goddess he supported. {nl}	그래서 의논 끝에 이제부터 가장 먼저 지나가는 사람에게 물어봐서 그 사람이 말하는 여신을 지지한 병사를 승자로 하기로 정했습니다. 가장 먼저 우연히 지나는 사람이 택했으니 그것을 여신의 뜻이라고 간주하기로 한 것입니다. {nl}	QUEST_20150317_001175	Since a big jackpot was on the line, the soldiers waited with bated breath for Modestas' answer. {nl}Knowing there was no right answer to the question, Modestas simply said aloud the name of his own favorite goddess. {nl}When he did, the soldiers reacted strangely. {nl}There was supposed to be an ecstatic winner and disappointed losers, but nobody seemed joyful nor disappointed. Instead, everyone had a bewildered look on their faces. {nl}	 그런 큰돈이 걸린 내기인 만큼 병사들은 모두 모데스타스씨의 선택을 기다렸습니다. {nl}이런 문제는 대개 정답이란 없기 때문에 모데스타스씨는 자신이 가장 좋아하는 여신의 이름을 말했답니다. {nl}그런데 병사들의 반응이 이상했습니다. {nl}모데스타스씨가 말한 여신의 이름에 따라서 승리한 어떤 병사는 기뻐하고 다른 병사들은 실망해야 했으나, 실망하거나 기뻐하는 사람은 없고 모두 당혹스런 표정을 지었기 때문입니다.{nl}	클라페다의 내기꾼
QUEST_20150729_002352	Since a big jackpot was on the line, the soldiers waited with bated breath for Modestas' answer. {nl}Knowing there was no right answer to the question, Modestas simply said aloud the name of his favorite goddess. {nl}	 그런 큰돈이 걸린 내기인 만큼 병사들은 모두 모데스타스씨의 선택을 기다렸습니다. {nl}이런 문제는 대개 정답이란 없기 때문에 모데스타스씨는 자신이 가장 좋아하는 여신의 이름을 말했답니다. {nl}	QUEST_20150317_001177	The mood began to deteriorate so Modestas wanted to leave. {nl}When he was about to take off, the soldiers blocked his path and accused him. {nl}'It's your fault the argument heated up even more. You're not thinking of just leaving are you?'{nl}Intimidated by the irritated soldiers, Modestas dared not to escape. {nl}	 그 분위기가 점점 험악해졌기 때문에 모데스타스씨는 그들을 놓아두고 떠나려 했습니다. {nl}그런데 모데스타스씨가 떠나려고 하자 병사들이 그를 막아서며 말했습니다.{nl}“당신 탓에 싸움만 더 커졌는데 일만 만들고 그냥 갈 셈이오.”{nl}성난 병사들의 기세에 주눅이 든 모데스타스씨는 감히 그들을 벗어날 수 없었습니다. {nl}	클라페다의 내기꾼
QUEST_20150729_002353	When he did, the soldiers reacted strangely. {nl} There was supposed to be an ecstatic winner and disappointed losers, but nobody seemed joyful nor disappointed. Instead, everyone had a bewildered look on their faces. {nl}	그런데 병사들의 반응이 이상했습니다. {nl}모데스타스씨가 말한 여신의 이름에 따라서 승리한 어떤 병사는 기뻐하고 다른 병사들은 실망해야 했으나, 실망하거나 기뻐하는 사람은 없고 모두 당혹스런 표정을 지었기 때문입니다.{nl}	QUEST_20150317_001178	In Modestas' mind, he concluded that the quarrelling soldiers didn't have him referee, but simply added him into the bet. In reality however, he had no real claim, so he wasn't in the bet just yet. {nl}	 옥신각신하던 병사들에 모데스타스씨가 더해져 말다툼하다가 결국은 모데스타스씨도 심판이 아니라 내기에 동참하는 것으로 결론이 내려졌습니다. 사실 모데스타스씨가 굳게 주장을 내세웠다면 내기에 동참할 일은 없었을 것입니다.{nl}	클라페다의 내기꾼
QUEST_20150729_002354	Modestas, perplexed by their reaction, asked for an explanation to which one of the soldiers answered, {nl}'We originally had votes for four goddesses but your choice isn't any of them, so now we have five goddesses.' {nl}Then the soldiers resumed their squabble about how to decide the winner. {nl}	 모데스타스씨가 의아해서 그 이유를 묻자 병사 가운데 한 사람이 대답했습니다.{nl}[우리들의 의견은 모두 넷으로 나뉘었는데 그중에 당신이 말한 여신이 없으니 이제는 의견이 다섯 가지로 나뉜 셈이오.]{nl}그러고 나서 병사들은 승부를 다시 어떻게 가려야 할지 다투기 시작했습니다. {nl}	QUEST_20150317_001179	Knowing Modestas, he could not simply sit on the sidelines watching a big bet grow. Eventually, he became enticed to join. Modestas, caught in the heat of the moment and ending up participating, finally remembered it was his turn to lose.{nl}But it was too late.{nl}	 그러나 알다시피 모데스타스씨는 자기 눈앞에서 내기가 오가는 상황에서 그것을 보고만 있을 수 없는 사람이었기에 약간의 부추김만 있으면 내기에 빠지고 맙니다. {nl}분위기에 휩싸여 여신에 관련한 병사들의 내기에 참여한 모데스타스씨는 일이 정해진 뒤에야 비로소 이번 내기는 무조건 자신이 질 차례였다는 사실이 생각났습니다.{nl}하지만 그 생각을 떠올렸을 때는 이미 늦었습니다.	클라페다의 내기꾼
QUEST_20150729_002355	The mood began to deteriorate so Modestas wanted to leave them. {nl}When he was about to take off, the soldiers blocked his path and accused him.{nl}'It's your fault the argument heated up even more. You're not thinking of just leaving are you?'{nl}Intimidated by the irritated soldiers, Modestas dared not to escape. {nl}	 그 분위기가 점점 험악해졌기 때문에 모데스타스씨는 그들을 놓아두고 떠나려 했습니다. {nl}그런데 모데스타스씨가 떠나려고 하자 병사들이 그를 막아서며 말했습니다.{nl}[당신 탓에 싸움만 더 커졌는데 일만 만들고 그냥 갈 셈이오.]{nl}성난 병사들의 기세에 주눅이 든 모데스타스씨는 감히 그들을 벗어날 수 없었습니다. {nl}	QUEST_20150317_001180	In addition, because the other soldiers had already bet deeply, Modestas had to bet the only gold bullion he had. {nl}	 더구나 이미 병사들이 내기에 건 금액만큼을 걸겠다고 호기롭게 나서서 자신이 가진 금괴 하나를 통째로 건 상황이기까지 했습니다. {nl}	클라페다의 내기꾼
QUEST_20150729_002356	Knowing Modestas, he could not simply sit on the sidelines watching a big bet grow. Eventually, he became enticed to join.	 그러나 알다시피 모데스타스씨는 자기 눈앞에서 내기가 오가는 상황에서 그것을 보고만 있을 수 없는 사람이었기에 약간의 부추김만 있으면 내기에 빠지고 맙니다. {nl}	QUEST_20150317_001182	The officer inadvertently said the name of a goddess, and some of the soldiers began cheering. {nl}The officer, not knowing what was going on, simply ordered his soldiers to move along. In any case, Modestas certainly lost. {nl}	 장교는 한 여신의 이름을 무심코 말했고, 일부 병사들은 환호했습니다. {nl}장교는 까닭을 모르고 그저 병사들을 재촉했지만, 그것으로 어쨌거나 모데스타스씨의 패배는 확실해졌습니다. {nl}	클라페다의 내기꾼
QUEST_20150729_002357	Modestas, caught in the heat of the moment and ending up participating in the soldier's bet, finally remembered it was his turn to lose.{nl}But it was too late.{nl}	분위기에 휩싸여 여신에 관련한 병사들의 내기에 참여한 모데스타스씨는 일이 정해진 뒤에야 비로소 이번 내기는 무조건 자신이 질 차례였다는 사실이 생각났습니다.{nl}하지만 그 생각을 떠올렸을 때는 이미 늦었습니다.{nl}	QUEST_20150317_001183	Having now lost the gold bullion given to him by the strange old woman, Modestas was now at a loss. {nl}To originally intend to referee, only to end up losing all the gold he had, all while knowing exactly the reason why... Modestas felt heartbroken, dumbfounded, and yet, understanding. A unique feeling. {nl}	 이상한 노파가 준 금괴를 그렇게 병사들에게 잃고 모데스타스씨는 잠시 그 자리에 망연자실했습니다. {nl}처음부터 작정한 것도 아니고 다른 사람의 내기에 심판으로 섰다가 휘말려 가진 금괴를 날렸으니 그럴 만도 했지만, 이제까지의 모데스타스씨라면 내기에 졌다고 상심하거나 망연자실한 적은 없었기에 알고 보면 특이한 일이었습니다. {nl}	클라페다의 내기꾼
