ETC_20150317_000001	ケッピー
ETC_20150729_013685	ジョイパッドの操作では、 {img a_on_button 40 40}キーでジャンプします。
ETC_20150729_013686	マウスの操作では、 {img space 40 40}キーを使用します。
ETC_20150729_013687	{img Z 40 40}キーで基本攻撃ができます。
ETC_20150729_013688	マウスの操作では{img Z 40 40}キーを使用するか、{nl}敵を{img mouseclick_left 40 40}左クリックすると攻撃できます。{nl}ジョイパッド操作では{img x_on_button 40 40} キーを使用します。
ETC_20150729_013689	{img ctrl 40 40}キーでターゲットを固定できます。
ETC_20150729_013690	{img Alt 40 40}キーで、移動中のキャラクターをその場で{nl}停止させることができます。
ETC_20150729_013691	{img space 40 40}はターゲットした敵の方を向きます。
ETC_20150729_013692	地図は現在位置や重要な地域、NPCの位置などを確認できます。
ETC_20150729_013693	{img M 40 40}キーでミニマップを確認できます。
ETC_20150729_013694	{nl} {nl}ミニマップのアイコンは現在いる地域の情報や、{nl}NPCを示しています。{nl}　{nl}{img minimap_leader 25 25}: 現在のプレイヤーの位置を示すアイコン{nl}　{nl}{img minimap_1_MAIN 25 25}: 進行中のメインクエストの目標地点{nl} {nl}{img minimap_0 25 25}: 重要NPCの位置{nl} {nl}{img minimap_goddess 25 25}: 女神像の位置{nl} {nl}{img minimap_board 25 25}: 様々な情報を確認できる掲示板{nl}　{nl}{img minimap_portal 25 25} : 隣接する地域へ移動できるポータル
ETC_20150729_013695	{img N 40 40}キーでワールドマップを確認できます。
ETC_20150729_013696	{nl} {nl}一度も行っていない地域は、ワールドマップに表示されません。すべてのマップが表示されるよう冒険を進めていきましょう。
ETC_20150729_013697	表示された地域にマウスを合わせるとその地域で{nl}探索した地図を確認できます。
ETC_20150729_013698	レベルアップによって手に入れたステータスポイントは、キャラクターの能力値をアップさせることができます。
ETC_20150729_013699	{img F1 40 40}キーでキャラクター情報ウィンドウを開くとキャラクターのステータス情報を確認できます。
ETC_20150729_013700	ステータスポイントを力/体力/知能/精神/敏捷に{nl}割り振ることで、キャラクターを成長させることができます。{nl} {nl} -力   :物理攻撃力、クリティカル攻撃力、所持制限重量アップ{nl} {nl}-体力 : 最大HP、HP回復力、ブロック、クリティカル抵抗、所持制限重量アップ{nl} {nl}-知能 : 魔法攻撃力アップ{nl} {nl}-精神 : 最大SP、SP回復力、魔法防御力、ブロック貫通アップ{nl} {nl}-敏捷 : 命中、回避、クリティカル発生アップ{nl}
ETC_20150729_013701	ステータスの効果は、下段で確認できます。
ETC_20150729_013702	クラスレベルの成長で得たスキルポイントでキャラクターのスキルを管理できます。
ETC_20150729_013703	{img F3 40 40}キーでスキルウィンドウを確認できます。
ETC_20150729_013704	{img skillup 40 40}ボタンをクリックしてスキルレベルを上げることができます。
ETC_20150729_013705	マスターNPCから特性を学ぶと、キャラクターをより強く成長させることができます。
ETC_20150729_013706	各クラスのマスターNPCのところで特性を習得できます。
ETC_20150729_013707	特性を習得するには、シルバーが必要です。{nl}また特性によっては習得時間がかかる場合もあります。
ETC_20150729_013708	特性は習得後に使用でき、特性の習得を開始するとその間他の特性は習得できません。
ETC_20150729_013709	一部特性は状況に合わせて機能のon/offが可能です。
ETC_20150729_013710	クラスレベルが15まで上がると、転職クエストを{nl}受けることができます。
ETC_20150729_013711	画面右上に現れる『クラス転職』のアイコンを{nl}クリックし、転職するクラスを選択します。
ETC_20150729_013712	『クラス転職』ボタンを選択後は転職するクラスを変更することはできません。慎重に選びましょう。
ETC_20150729_013713	受領したクエストをクリアすれば転職完了です。
ETC_20150729_013714	インベントリで装着中・所持中のアイテムや所持金、重さを確認できます。
ETC_20150729_013715	{img F2 40 40}キーでインベントリを確認できます。
ETC_20150729_013716	インベントリの上段にはキャラクターが装着中の装備が部位別に表示されます。
ETC_20150729_013717	インベントリのアイテムは種類別に分類されています。{nl} {nl}インベントリで整理を押すと、インベントリのアイテムが名前順に整理されます。
ETC_20150729_013718	{nl} {nl}検索を使うと、インベントリの探したいアイテムが簡単に見つかります。
ETC_20150729_013719	{nl} {nl}最下部には現在のインベントリのアイテムの総重量と所持しているメダル、所持金が表示されます。
ETC_20150729_013720	クエストウィンドウでは遂行可能なクエスト情報を確認できます。
ETC_20150729_013721	{img F5 40 40}キーで遂行可能・遂行中のクエストリストを確認できます。
ETC_20150729_013722	{nl} {nl}放棄したクエストはクエストウィンドウ上段の
ETC_20150729_013723	ボタンで再開できます。一部放棄できないクエストもあります。
ETC_20150729_013724	{nl} {nl}クエスト名の前のチェックボックスで選択すると、クエストアラームに登録/解除することができます。
ETC_20150729_013725	冒険日誌でゲームプレイの進行度を確認したり、キャラクターランキングを確認できます。
ETC_20150729_013726	ゲームプレイ情報は冒険日誌に記録されます。{nl}冒険日誌は{img F4 40 40}キーで確認できます。
ETC_20150729_013727	アイテムの獲得、モンスター討伐、製造、マップ探検、コンテンツ進行によって冒険ポイントを獲得できます。
ETC_20150729_013728	冒険ポイントには達成率があり、それぞれ達成することでクラペダの
ETC_20150729_013729	{img F1 40 40}キーでキャラクター情報ウィンドウを開き、業績タブでキャラクターの業績を確認してください。
ETC_20150729_013730	復活機能で死亡した自分のキャラクターを蘇らせることができます。
ETC_20150729_013731	HPが0になったキャラクターは
ETC_20150729_013732	 状態になります。{nl} {nl}キャラクターが戦闘不能状態に陥ると着用中の装備の耐久度が大幅に減少します。
ETC_20150729_013733	{nl} {nl}ダンジョンで死亡するとインベントリのジェムは床に落ちてしまいます。
ETC_20150729_013734	他のプレイヤーとPTを組み、一緒にプレイできます。
ETC_20150729_013735	{img F6 40 40}キーでPT情報ウィンドウを確認できます。{nl} {nl}下段のPT作成ボタンを押すとPTを作成できます。
ETC_20150729_013736	構成で自分のプレイスタイルと好みのPT構成を設定できます。{nl} {nl}PTメンバー検索機能では、この設定内容でPTメンバーをマッチングします。
ETC_20150729_013737	PT条件に合うキャラクターが見つかると {img mouseclick_right 40 40}で{nl}PT招待をすることができます。
ETC_20150729_013738	PTイベントではPTメンバーと一緒に楽しめるコンテンツを確認できます。
ETC_20150729_013739	各コンテンツは特定の条件を満たさないとPT単位で参加できません。
ETC_20150729_013740	設定でPT名、PT説明、アイテム、経験値の分配ルールなどを設定できます。
ETC_20150729_013741	右側で公開PTリストを確認できます。
ETC_20150729_013742	モンスターを見たり、近寄るとモンスター情報ウィンドウを確認できます。
ETC_20150729_013743	モンスターは元素属性と防御属性を一つずつ持っています。
ETC_20150729_013744	消耗したHP/SP/スタミナは回復機能で回復できます。
ETC_20150729_013745	[休息モード]:{img Insert 40 40}キーで休息モードとなります。
ETC_20150729_013746	休息モードで焚き火を使用すると、回復速度がアップします。
ETC_20150729_013747	{nl} {nl}[焚き火]:焚き火は休息時に設置可能で、休息中の回復速度がアップします。
ETC_20150729_013748	{nl} {nl}[自然回復]: 
ETC_20150729_013749	自然回復は他の回復方法に比べて回復速度がかなり遅いですが、特に操作したり条件を満たす必要はありません。
ETC_20150729_013750	{nl} {nl}[ポーション回復]: 使用したポーションによって一定のHP/SP/スタミナが回復します。
ETC_20150729_013751	ポーションの使用にはクールタイムがあります。
ETC_20150729_013752	{nl} {nl}[ルーツクリスタル破壊]: ルーツクリスタルを破壊すると、破壊したルーツクリスタルの近くにいるキャラクターのスタミナが回復します。
ETC_20150729_013753	ルーツクリスタルを破壊するとスタミナが回復します。
ETC_20150729_013754	ルーツクリスタルを破壊すると周辺にいるプレイヤーのスタミナが回復します。
