ITEM_20150317_000001	なし_helmet
ITEM_20150323_004167	意見に同意する人のサインが書かれた連判状。
ITEM_20150323_004168	小さな女神像★
ITEM_20150323_004169	あちこちで見つけた女神像の欠片をなんとかつないで復元した小さな女神像。
ITEM_20150323_004170	ごわごわした木の皮
ITEM_20150323_004171	ペルタスト側の協力を得る代わりに必要なティピオの皮
ITEM_20150323_004172	司祭ヨサナの研究書
ITEM_20150323_004173	司祭ヨサナの研究報告書。呪いの種類に付いて書かれている。
ITEM_20150323_004174	司祭ロアナの研究書
ITEM_20150323_004175	司祭ロアナの研究報告書。呪いがどう発現するのかについて書かれている。
ITEM_20150323_004176	司祭フロジットの研究書
ITEM_20150323_004177	司祭フロジットの研究報告書。呪いが人体に及ぼす影響について書かれているｌ。
ITEM_20150323_004178	教団が大事にしている聖物。今は大聖堂のあちこちに放置されている。
ITEM_20150323_004179	聖なる力を探知できる玉。これで目に見えにくい恩恵の聖物を見つけられるらしい。
ITEM_20150323_004180	コリーフライの羽
ITEM_20150323_004181	呪いの秘密を解くための魔族の標本
ITEM_20150323_004182	ロフトレムのコア
ITEM_20150323_004183	司祭ヨサナの研究資料
ITEM_20150323_004184	司祭ヨサナが呪いについてまとめた研究報告書。目を離した隙に消えてしまったらしい。
ITEM_20150323_004185	浄化の護符
ITEM_20150323_004186	魔族の体液を大聖堂の神聖な気で浄化するらしい。魔族に使ってみよう。
ITEM_20150323_004187	教団が大事にしている聖物。邪悪な気を感知すると、自ら姿を隠すらしい。
ITEM_20150323_004188	呪いをどんどん拡散している。普通の方法では破壊できないらしい。
ITEM_20150323_004189	丈夫なかかしと垣根を作れそうな木材。
ITEM_20150323_004190	正体不明の短剣
ITEM_20150323_004191	気分を悪くさせる短剣
ITEM_20150323_004192	ピンクチュパルカの毛
ITEM_20150323_004193	かかしの材料に使うモンスター
ITEM_20150323_004194	エルムの葉
ITEM_20150323_004195	エルムの頭に付いている葉っぱ。エリーが必要としている。
ITEM_20150323_004196	2つ目の汚染された土壌の標本
ITEM_20150323_004197	農場番の小屋付近で採取した土壌の標本。かなりひどく汚染されている。
ITEM_20150323_004198	1つ目の汚染された土壌の標本
ITEM_20150323_004199	人気のない作業場付近で採取した土壌の標本。かなりひどく汚染されている。
ITEM_20150323_004200	タヌーの体液
ITEM_20150323_004201	タヌーの臓器から抽出した体液。ドルイドの浄化の儀式に使われる。
ITEM_20150323_004202	苗木の枝
ITEM_20150323_004203	エリーが神秘的な苗木から採取した枝。苗木本来の力よりは弱いものの、ある程度の力を持っているようだ。
ITEM_20150323_004204	謎の小箱
ITEM_20150323_004205	土の中から発見した小箱。鍵はかかっていないようだ。
ITEM_20150323_004206	ミレンの古い包み
ITEM_20150323_004207	とても薄汚い包み。内側にミレンの名が刺繍されている。
ITEM_20150323_004208	リーフナッツの卵
ITEM_20150323_004209	リーフナッツのメスが抱いていた卵。錬金術で材料として使われるらしい。
ITEM_20150323_004210	寄生卵
ITEM_20150323_004211	ブドウの根に寄生するモンスターの卵。とても気持ち悪い。
ITEM_20150323_004212	黄金のブドウ
ITEM_20150323_004213	まだ熟していない緑がかったブドウ。
ITEM_20150323_004214	ドレイクの角の欠片
ITEM_20150323_004215	ドレイクの死体から手に入れた角の欠片。討伐の証拠として私兵班長に届けよう。
ITEM_20150323_004216	横取りした穀物袋
ITEM_20150323_004217	シャトン家の農場に雇われていた私兵がワイロとして横取りした穀物の袋。
ITEM_20150323_004218	ドルイドの解毒剤
ITEM_20150323_004219	ブドウの毒を中和するために必要なドルイド特製の解毒剤
ITEM_20150323_004220	調教棒
ITEM_20150323_004221	ドルイドの力が込められた木の枝。これでモンスターを調教できるらしい。
ITEM_20150323_004222	ドルイドの空の石器
ITEM_20150323_004223	ドルイドたちが儀式に使うという特別な石の器。今は何も入っていない。
ITEM_20150323_004224	水がいっぱいの石器
ITEM_20150323_004225	ドルイドたちが儀式に使うと言う特別な石の器。水がいっぱいに入っている。
ITEM_20150323_004226	ルイスの種袋
ITEM_20150323_004227	ルイスが私兵たちの目を盗んで育てた大事な種が入っている。
ITEM_20150323_004228	血のついたネックレス
ITEM_20150323_004229	シャトン家の一員であることを示す紋章が刻まれた金のネックレス。血で汚れている。
ITEM_20150323_004230	ラージガテスの毒針
ITEM_20150323_004231	ラージガテスを倒したことを証明する尾の毒針
ITEM_20150323_004232	バレンの薬袋
ITEM_20150323_004233	執事バレンがクラペダで注文した薬の袋。持病の治療薬が入っている。
ITEM_20150323_004234	ビーテロスの葉
ITEM_20150323_004235	ビーテロスの頭に付いている葉っぱ。一部では何かに使われるらしい。
ITEM_20150323_004236	ブラックリディメッドの樹液
ITEM_20150323_004237	研究員ガレスに頼まれたモンスターの標本
ITEM_20150323_004238	オレンジサクモリーの丈夫な茎
ITEM_20150323_004239	ピンクチュパルカの心臓
ITEM_20150323_004240	パイロマンサーに頼まれたモンスターの標本
ITEM_20150323_004241	パイロマンサーの研究資料。
ITEM_20150323_004242	凶暴化を抑えられる薬
ITEM_20150323_004243	魔法陣が刻まれた皮
ITEM_20150323_004244	祭壇を破壊した時に出た破片
ITEM_20150323_004245	ハンターマスターがくれた薬
ITEM_20150323_004246	リディメッドの葉
ITEM_20150323_004247	解毒剤を作るための材料
ITEM_20150323_004248	正体不明の毒
ITEM_20150323_004249	正体不明の短剣から検出された毒
ITEM_20150323_004250	ルイズが作ったかかし
ITEM_20150323_004251	魔力浄化装置
ITEM_20150323_004252	植物の生長を抑制する装置
ITEM_20150323_004253	小植物抑制装置
ITEM_20150323_004254	研究員ガレスがくれた植物抑制装置
ITEM_20150323_004255	解毒剤のレシピ
ITEM_20150323_004256	ハンターマスターがくれた解毒剤のレシピ
ITEM_20150323_004257	ブラックリディメッドのエキス
ITEM_20150323_004258	オレンジサクモリーのエキス
ITEM_20150323_004259	フリーダンジョンテストアイテム
ITEM_20150401_004260	アームバンド I
ITEM_20150401_004261	古いグラディウス
ITEM_20150401_004262	クルードファルシオン
ITEM_20150401_004263	クルードカスカラ
ITEM_20150401_004264	古いシャムシール
ITEM_20150401_004265	古いシミター
ITEM_20150401_004266	古いカスカラ
ITEM_20150401_004267	スーペリアグラディウス
ITEM_20150401_004268	スーペリアファルシオン
ITEM_20150401_004269	スーペリアチンクエディア
ITEM_20150401_004270	スーペリアサーベル
ITEM_20150401_004271	スーペリアシャムシール
ITEM_20150401_004272	古いコロッサス
ITEM_20150401_004273	スーペリアフランベルジェ
ITEM_20150401_004274	スーペリア野太刀
ITEM_20150401_004275	スーペリアクレイモア
ITEM_20150401_004276	古いショートロッド
ITEM_20150401_004277	クルードロングロッド
ITEM_20150401_004278	クルードケインローバー
ITEM_20150401_004279	古いピューターロッド
ITEM_20150401_004280	古いオウルロッド
ITEM_20150401_004281	古いケインローバー
ITEM_20150401_004282	スーペリアショートロッド
ITEM_20150401_004283	スーペリアロングロッド
ITEM_20150401_004284	スーペリアケイン
ITEM_20150401_004285	スーペリアクルーク
ITEM_20150401_004286	スーペリアピューターロッド
ITEM_20150401_004287	古いライトボウ
ITEM_20150401_004288	クルードショートボウ
ITEM_20150401_004289	クルードロングボウ
ITEM_20150401_004290	古いローカスボウ
ITEM_20150401_004291	古いゴリトス
ITEM_20150401_004292	古いロングボウ
ITEM_20150401_004293	スーペリアライトボウ
ITEM_20150401_004294	スーペリアショートボウ
ITEM_20150401_004295	スーペリアコンポジットボウ
ITEM_20150401_004296	スーペリアセルフボウ
ITEM_20150401_004297	スーペリアローカスボウ
ITEM_20150401_004298	クルードライトクロスボウ
ITEM_20150401_004299	クルードクロスボウ
ITEM_20150401_004300	古いオーククロスボウ
ITEM_20150401_004301	古いシールクロスボウ
ITEM_20150401_004302	スーペリアライトクロスボウ
ITEM_20150401_004303	スーペリア弩弓
ITEM_20150401_004304	スーペリアクォレルボウ
ITEM_20150401_004305	スーペリアオーククロスボウ
ITEM_20150401_004306	スーペリアクロスボウ
ITEM_20150401_004307	古いウッドクラブ
ITEM_20150401_004308	クルードメイス
ITEM_20150401_004309	古いゴーデンダッグ
ITEM_20150401_004310	古いウォーピック
ITEM_20150401_004311	古いメイス
ITEM_20150401_004312	スーペリアウッドクラブ
ITEM_20150401_004313	スーペリアアイアンクラブ
ITEM_20150401_004314	スーペリアモーニングスター
ITEM_20150401_004315	スーペリアマウル
ITEM_20150401_004316	スーペリアゴーデンダッグ
ITEM_20150401_004317	バトルマウル
ITEM_20150401_004318	古いウッドバックラー
ITEM_20150401_004319	古いウッドカイトシールド
ITEM_20150401_004320	スーペリアカイトシールド
ITEM_20150401_004321	スーペリアショートスピア
ITEM_20150401_004322	スーペリアエスポントゥーン
ITEM_20150401_004323	クルードウッドスタッフ
ITEM_20150401_004324	クルードオークスタッフ
ITEM_20150401_004325	スーペリアウッドスタッフ
ITEM_20150401_004326	スーペリアスタッフ
ITEM_20150401_004327	スーペリアジュウスタッフ
ITEM_20150401_004328	スーペリアウボコスタッフ
ITEM_20150401_004329	スーペリアスチールスタッフ
ITEM_20150401_004330	スーペリアスクエアスタッフ
ITEM_20150401_004331	リボルバー
ITEM_20150401_004332	スナップハンス
ITEM_20150401_004333	ロングピストル
ITEM_20150401_004334	グリマグローブ
ITEM_20150401_004335	未完成のツールチップです。
ITEM_20150401_004336	グリマブーツ
ITEM_20150401_004337	フォレストグローブ
ITEM_20150401_004338	フォレストブーツ
ITEM_20150401_004339	スーペリアスケールグローブ
ITEM_20150401_004340	スーペリアスケールブーツ
ITEM_20150401_004341	スーペリアスケールレギンス
ITEM_20150401_004342	スーペリアスケールメイル
ITEM_20150401_004343	リガールグローブ
ITEM_20150401_004344	リガールブーツ
ITEM_20150401_004345	古いハードレザーグローブ
ITEM_20150401_004346	古いハードレザーブーツ
ITEM_20150401_004347	古いハードレザーパンツ
ITEM_20150401_004348	古いハードレザーアーマー
ITEM_20150401_004349	古いチェーングローブ
ITEM_20150401_004350	古いチェーンブーツ
ITEM_20150401_004351	古いチェーンパンツ
ITEM_20150401_004352	古いチェーンメイル
ITEM_20150401_004353	古いスチールチェーングローブ
ITEM_20150401_004354	古いスチールチェーンブーツ
ITEM_20150401_004355	古いスチールチェーンパンツ
ITEM_20150401_004356	古いスチールチェーンメイル
ITEM_20150401_004357	スーペリアキルトパンツ
ITEM_20150401_004358	スーペリアキルトアーマー
ITEM_20150401_004359	スーペリアリガールグローブ
ITEM_20150401_004360	スーペリアリガールブーツ
ITEM_20150401_004361	スーペリアリガールパンツ
ITEM_20150401_004362	スーペリアリガールローブ
ITEM_20150401_004363	スーペリアブリガンダイングローブ
ITEM_20150401_004364	スーペリアブリガンダインブーツ
