QUEST_20150317_000001	クエスト修正が必要なユーザーを選択してください。
QUEST_20150511_001986	ソードマン系なら、やっぱり力ですよね。{nl}でも俊敏な身のこなしや強靭な体力を手に入れるために鍛えるのもアリです。{nl}これからどうなりたいのかを考えておくと良いと思いますよ。
QUEST_20150511_001987	アーチャー系ならやっぱり力ですよね。{nl}でも俊敏な身のこなしも欠かせません。{nl}これからどうなりたいのかを先に考えておくと良いと思いますよ。{nl}
QUEST_20150511_001988	クレリック系ならやっぱり知能ですよね。{nl}でも強い力や精神力が必要になる場合もあります。{nl}これからどうなりたいのかを先に考えておくと良いと思いますよ。{nl}
QUEST_20150511_001989	陶器よりもフェミディアンを再建するのに尽力する方が、有意義かもしれませんね。{nl}でも、人は心の拠りどころがあってこそ、力が湧いてくるものなのです。
QUEST_20150511_001990	日誌さえあれば探検を続けられるが、私は選ばれなかった…{nl}しかし君なら…。{nl}
QUEST_20150511_001991	極限まで乾いた空気を利用すれば、砂漠でも物体を凍らせることができる。{nl}ただし、ガビヤ女神の恩恵を受けることができなければ、そのような空気を作るのはかなり難しいだろう。
QUEST_20150511_001992	被害状況を報告します。{nl}巨大な鳥の形をしたスパルナスはその大きな図体にも関わらず、素早い動きができるので追跡することが容易ではありません。{nl}主に補給品だけを狙っているようですが、補給品を狙う目的が見当たらず、誰かに操られている可能性もあります。
QUEST_20150511_001993	補給品の残骸からリストにはない穀物袋が発見されました。{nl}しかし中に入っていた穀物は到底食糧には使えないほど腐って悪臭を放っていました。{nl}もしかしたら、補給品リストの記載漏れかもしれないので確認をお願いします。
QUEST_20150511_001994	貴官たちは周辺のモンスターを退治すること。{nl}棘の森に漂っている邪悪な気がモンスターたちを絶え間なく作りだしていることはすでに知っている。{nl}しかしアイアンバウムとの決戦を控え、周りのモンスターを出来るだけ多く退治しなければならない。{nl}些細なこと一つが物事を台無しにする可能性もある。{nl}また、モンスターを怖がらせ、むやみに襲わないようにすることもできる。
QUEST_20150511_001995	(文章や絵とは思えないほど、雑に書きなぐられている。)
QUEST_20150511_001996	ジャカリエル王陵を作った労働者たちの施設は、ある日突然閉鎖されてしまった。{nl}王陵の工事が終わり、自然と必要性がなくなったと言うよりは、まるで全てのものが一気に消された感じがする。{nl}おそらく最も偉大な王を追悼する霊廟であることを思えば…あの不自然なほど大きくて複雑な構造と関係があるのだろう…。
QUEST_20150511_001997	ジャカリエル王は子孫のために、様々な手段を用意した。{nl}我がヨナス家もその一つ。{nl}そしてその意味は女神しか知りえない。{nl}しかし、我が一族が守っている王家の遺した地や王陵の秘密がある人物を指しているのは確実だ。{nl}
QUEST_20150511_001998	木は年を重ねる度に、どんどん雄大に育つ。{nl}ここにはウッドマンしか見当たらないが…一抱えの太さがある木や廃都の高く伸びた木のことを思えば…{nl}当然、さらに巨大な木のモンスターの存在も考えられる。{nl}神樹の日が到来し、邪悪な気によって多くの植物がモンスター化した。そのため、その可能性を決して否定するわけにはいかない。
QUEST_20150511_001999	(何とか読める部分がある。){nl}…ユロスはついに呼吸を我慢できず、胞子を吸ったせいて命を落としてしまった。{nl}マッシュウォートは私が今まで見たモンスターの中で一番悪質な方法で人を襲う。{nl}奴は我らの集結地周辺をうろうろしながら胞子をまくキノコを作り出している。{nl}
QUEST_20150511_002000	あのキノコがどのタイミングで胞子を噴き出すか分からないが、奴を止めなければ部隊は胞子に包まれて全滅するだろう。{nl}しかし奴を止めるすべがない。咳が止まらない…。
QUEST_20150511_002001	上記の訓練兵は災害防止特別命令に従って重ね橋の森の新兵訓練所で訓練を修了したため、軍令によりこの証書を授与します。
QUEST_20150511_002002	ジャカリエル大王の王陵は誰にも侵入を許さなかった。{nl}もし、世間に公開すべき物でないなら、誰も探すことができないように隠してしまえば良いのに、巨大な霊廟を作って守ろうとばかりした。{nl}これは偉大な王の傲慢か、さもなければ別の意味でもあるというのか。
QUEST_20150511_002003	まずは、私が渡した魔力の水晶を充填することです。ファビドの混合林で魔力が凝縮した場所を探してみてください。{nl}しかし魔力の水晶をすぐ使うことは厳しいかと思います。汚れた気まで吸収されているはずですから…。ですので、浄化作用のあるオペラの唾液を集めてください。{nl}レニストの荒れ地に浄化の祭壇があるはずです。そこでオペラの唾液を使い、魔力の水晶を精製してください。{nl}
QUEST_20150511_002004	名前 : レイバーン{nl}性別 : 男{nl}職業 : 商人{nl}商品 : 嗜好品、武器{nl}{nl}王国法令により、入港を許可する。
QUEST_20150511_002005	この内容を読んでいるということはきっと俺に残金を払ってないか、それとも俺の警告を無視したんだろうな。{nl}このメモには俺の呪いがかけられている。{nl}お前がこれからどうなるか俺には知らんが、呪いは確実に効くということを分かっとけ。
QUEST_20150511_002006	知識を探求したあまり倒れた者よ。{nl}峡谷の一部となり、女神の元に還れ。{nl}悲痛な思いは峡谷の金石を貫き、注いだ酒は土に浸み込んで涙の代わりとなる。
QUEST_20150511_002007	結局ルクリスは失敗した。{nl}彼を妬み、嫉妬する者の手に寄って打ち砕かれ、壊れてしまった。{nl}そうして彼は私の手によって女神のもとへ旅立った。{nl}
QUEST_20150511_002008	全ての物には持ち主の残り香のようなものが宿っている。{nl}そこに魔法の力を加えると、持ち主の外見を模倣することができる。{nl}特にその物が人間ではなく、邪悪な魔力を操る魔族の物ならより容易に模倣できるだろう。{nl}(神々も例外ではないが、それは冒涜になり、女神を模倣することは禁じられている。){nl}
QUEST_20150511_002009	しかし先駆者たちの甚大な努力にもかかわらず、これは理論上の話にすぎない。{nl}持ち主本人ではない以上、完璧に模倣できているのかも不明だ。{nl}そのため、足りないところは詠唱者の知恵や女神の加護で補えることを願う限りだ。
QUEST_20150511_002010	この王国に名を馳せている啓示者様は私ホラチウスの代理人です。皆様、どうか大義のための力を借してください。{nl}これ以上騙されるわけにはいきません。{nl}我々のためという仮面の裏に隠れた、収奪と暴挙に抗議しなければなりません。{nl}
QUEST_20150511_002011	私たちの行動が無駄にならないように、皆様のお力が成功の鍵となると信じてます。{nl}
QUEST_20150511_002012	ついにジャカリエル大王の王陵の前に着いた。{nl}ジャカリエルは王国を建てた初代大王として大勢の労働者を雇い、この王陵を建てた。{nl}この場所でなら、私が今まで抱いてきた疑問の答えが見つかると信じている。{nl}
QUEST_20150511_002013	こんなに大きな王陵を建ててまで守りたかったのは何だったのだろう。{nl}その答えは王陵の中にあるはずだが、王陵の内部から流れ出す陰気な空気は足取りを重くする。
QUEST_20150511_002014	暗い王陵の中には何かがある。{nl}内部へ足を運ぶと、巨大な石像たちが私を見下ろした。{nl}そして鑑賞する間もなく…守護石像たちに追われ、王陵を逃げるしかなかった。{nl}過去の偉大な王は千年経った今も王だというのか。{nl}もう一度王陵の外側の柱から調べた方がいいかもしれない。
QUEST_20150511_002015	親切な史学者のおかげで手掛かりを手に入れることができた。{nl}そうだ、木を隠すなら森に隠すべきだという言葉もあるじゃないか。{nl}ルカス高原と王の高原…何だか手掛かりに近づいた気がした。{nl}あの青年は女神が送ってくれたに違いない。いつも女神のご加護がありますように！
QUEST_20150511_002016	ある柱は王陵を解放して、ある祭壇は王陵を閉鎖する。{nl}王陵を漂う魔力は鍵によって動く。{nl}しかし、誰も鍵になることはできない。{nl}私たちは選ばれていないからだ。
