SKILL_20150317_000001	攻撃
SKILL_20150714_004612	キャラクターの炎属性の抵抗が特性レベル1につき5アップし、闇属性への抵抗が特性レベル1につき3ダウンします。
SKILL_20150714_004613	[ダイノ]の効果持続時間が特性レベル1につき40秒アップします。
SKILL_20150714_004614	オークラス：炎属性抵抗
SKILL_20150714_004615	[オークラス]が活性化している間はキャラクターの炎属性抵抗力が特性レベル1につき14アップします。
SKILL_20150714_004616	ザルチャイ：持続時間
SKILL_20150714_004617	[ザルチャイ]の持続時間が特性レベル1につき3秒ずつアップします。
SKILL_20150714_004618	ザルチャイ：魔法増幅
SKILL_20150714_004619	[ザルチャイ]が活性化している間、キャラクターの魔法増幅が特性レベル1につき12アップします。
SKILL_20150714_004620	ディヴァインスティグマ：持続時間
SKILL_20150714_004621	[ディヴァインスティグマ]の効果持続時間が特性レベル1につき1秒ずつアップします。
SKILL_20150714_004622	メルスティス：範囲アップ
SKILL_20150714_004623	[メルスティス]が適用される範囲がアップします。
SKILL_20150714_004624	[アスパーション]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004625	[エクソサイス]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004626	[ブレッシング]の攻撃回数が特性レベル1につき1アップします。
SKILL_20150714_004627	[ブレッシング]の対象の数が特性レベル1につき1アップします。
SKILL_20150714_004628	[サクラメント]スキルが活性化している間、闇属性の抵抗が特性レベル1につき5アップします。
SKILL_20150714_004629	[リザレクション]の復活対象の数が特性レベル1につき1アップします。
SKILL_20150714_004630	[リバイブ]の持続時間が特性レベル1につき10秒ずつ増えます。
SKILL_20150714_004631	モンストランス：持続時間
SKILL_20150714_004632	[モンストランス]の持続時間が特性レベル1につき1秒ずつアップします。
SKILL_20150714_004633	モンストランス：回避
SKILL_20150714_004634	[モンストランス]が活性化している仲間たちは回避が特性レベル1につき2%アップします。
SKILL_20150714_004635	[エフィジー]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004636	[マカンダル]の累積ダメージが特性レベル1につき2ダウンします。
SKILL_20150714_004637	[ブワカイマン]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004638	[ダムバラ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004639	大型モンスターをゾンビにした時、大型ゾンビが出現する確率が特性レベル1につき1%アップします。
SKILL_20150714_004640	ゾンビを作る時にホイールゾンビが出現する確率が特性レベル1につき1%アップします。
SKILL_20150714_004641	[エフィジー]を受けた敵が攻撃を受けるたびに特性レベル1につき5%の確率で[ブラインド]状態になります。
SKILL_20150714_004642	[オグーヴェヴェ]範囲内にいる敵の力が特性レベル1につき2ダウンします。
SKILL_20150714_004643	[ダムバラ]の新しいゾンビ出現率が特性レベル1につき2%アップします。
SKILL_20150714_004644	ブワカイマン：ゾンビ防御
SKILL_20150714_004645	[ブワカイマン]で使われるゾンビたちの物理防御力が特性レベル1につき3アップします。
SKILL_20150714_004646	[ゾンビフィー]で生成されるゾンビの最大数が特性レベル1につき1アップします。
SKILL_20150714_004647	ヘキシング：闇 
SKILL_20150714_004648	[ヘキシング]を受けた敵は闇属性の攻撃を受けると特性レベル1につき10%追加ダメージを受けます。
SKILL_20150714_004649	サムディヴェヴェ：範囲アップ
SKILL_20150714_004650	[サムディヴェヴェ]が適用される範囲がアップします。
SKILL_20150714_004651	オグーヴェヴェ：範囲アップ
SKILL_20150714_004652	[オグーヴェヴェ]が適用される範囲がアップします。
SKILL_20150714_004653	[カーヴ]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004654	[フクロウの彫像]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004655	カーヴ：獲得率
SKILL_20150714_004656	[カーヴ]で材料を獲得する確率が特性レベル1につき5%アップします。
SKILL_20150714_004657	[鈍器]着用時、植物型モンスターに特性レベル1につき物理攻撃力の10%追加ダメージを与えます。
SKILL_20150714_004658	ヴァカリネ女神像：待機時間減少
SKILL_20150714_004659	[ヴァカリネ女神像]のクールタイムが減少します。
SKILL_20150714_004660	ライマ女神像：ホームグラウンド
SKILL_20150714_004661	[ライマ女神像]の範囲内の敵はクールタイムが増加します。
SKILL_20150714_004662	[エクスプロージョン]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004663	アストラル状態で敵に与えるダメージが特性レベル1につき1%アップします。
SKILL_20150714_004664	[ポゼッション]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004665	[アウトオブボディ]が活性化している間。本体の回避が特性レベル1につき10%アップします。
SKILL_20150714_004666	[プラクリティ]使用時、特性レベル1につき最大HPの5%のHPを回復します。
SKILL_20150714_004667	アストラル状態での基本攻撃を受けた敵は特性レベル1につき5%の確率で[防御力弱化]状態になります。
SKILL_20150714_004668	ヴァシタシディ：SPダウン
SKILL_20150714_004669	[ヴァシタシディ]の消耗SPがダウンします。
SKILL_20150714_004670	ヴァシタシディ：混乱
SKILL_20150714_004671	[ヴァシタシディ]の範囲内にいる敵は一定の確率で混乱状態になります。 確率は特性レベル1につき10%アップします。
SKILL_20150714_004672	[スマイト]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004673	[レジストエレメンツ]使用時、炎、氷、雷、毒、地属性の抵抗が特性レベル1につき5ずつアップします。
SKILL_20150714_004674	[バリア]に当たった敵は特性レベル1につき魔法攻撃力の20%聖属性ダメージを受けます。
SKILL_20150714_004675	リストレーション：SP回復力
SKILL_20150714_004676	[リストレーション]が活性化している間、キャラクターのSP回復力がアップします。 SP回復力は特性レベル1につき10アップします。
SKILL_20150714_004677	[双鎖功]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004678	[鉄砂掌]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004679	[観音掌]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004680	[寸勁]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004681	[陽光手]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004682	[弾指神通]のダメージが特性レベル1につき1%アップします。
SKILL_20150714_004683	[鉄布衫]で反射するダメージが特性レベル1につきキャラクターの物理攻撃力の20%分追加されます。
